text,rating
"Samą serię ''Pieśni lodu i Ognia'' oceniam 7-9/10. Należy do tych trudniejszych serii fantasy do przeczytania, pełną cytatów, intryg, wielu bohaterów, oraz smutnych i śmiesznych momentów, pełnej listy kandytatów na tron do popierania. Pierwszy tom serii jest najnudniejszy z Trylogii ale nadal jest świetną książką. ",8
"Choć jest pieruńsko długa, to bardzo dobrze się ją czyta i strasznie wciąga. Nigdy nie lubiłam rozbudowanego fantasy, ale w Grze o Tron się zakochałam. ",9
Świetna Książka. Polecam każdemu fanowi fantasty ,9
"Początek bardzo mi się podobał, poznawanie bohaterów, historia rodów jedyny minus dla mnie jest taki, że czasami już się męczyłam. Oczywiście, ja jestem leniem, więc to mówi samo za siebie. Najbardziej co mi przypadło do gustu, to każdy bohater ma inny. Kiedy byłam już przy końcu czułam się jakbym czytała prawdziwe wydarzenia. Czułam jakby przed autorem otworzyło się okno na inny świat i to wszystko nam opisał ",7
"Gorąco polecam. NIe zawiedzie się czytelnik, któremu jest bliski świat z kart Tolkiena. ",8
"Powoli zbliżam się do końca tej listy, no ""Gra o Tron"" jest fajna, ale ja jestem neofita którą zainteresował się nią po serialu... TO KSIĄŻKA Z MOJEJ LISTY ""MUST SEE"" POLECAM KAŻDĄ KTÓRA NA NIEJ JEST ",8
"Nie, nie zdecydowałam się na serial, postanowiłam, że pierwszym krokiem w stronę ""Gry o tron"" będzie przeczytanie książki. Pierwsze 200 stron ciągnęło się niemiłosiernie. W sumie przez pół roku zmagałam się z tym i myślałam, że nigdy nie dobrnę do końca. W międzyczasie przeczytałam kilka innych pozycji, a do tej zaglądałam czytając 2-5-20 stron. W końcu nadszedł ten moment, w którym zrobiło się ciekawie, a potem jeszcze ciekawiej, aż wreszcie nie mogłam się odkleić od książki, tak mnie wciągnęła historia. Cieszę się, że się nie poddałam, z pewnością sięgnę po kolejne tomiszcza! ",8
"czytałam 5 lat temu, dlatego brak oceny ",unknown
" Kiedyś napotkałam cytat dotyczący czytania książek, który bardzo bardzo mnie urzekł. Otóż książki czyta się po to aby je zapomnieć, bo dzięki temu możemy je jeszcze raz przeczytać. Gra o tron to fantastyka, która mi się bardzo spodobała. Wprawdzie wiele z niej nie pamiętam, lecz wciąż dobrze pamiętam wydarzenia sprzed wielkiej wojny pięciu królów. Zdecydowanie bardzo spodobała mi się postać Aryi i Jona Snowa. Czytana na plaży dostarczyła mi wielu emocji i chłodu wprost spod Winterfell. ",8
"Przeczytałam w oryginale, gdyż tłumaczenie w ogóle nie oddaje piękna języka, jakim ta książka została napisana. Rozumiem decyzję tłumacza, zapewne podyktowaną przeznaczeniem wydawnictwa dla czytelnika docelowego określonego jako młodzież. Taki czytelnik prawdopodobnie nie kupiłby tekstu pisanego Kochanowskim - a tak to właśnie brzmi w oryginale. Pięknie napisane! ",8
Jak zobaczyłam to grube tomiszcze to pomyślałam matko chyba nie dam rady. A jak się okazało dosłownie ją połknęłam. Dawno książka mnie tak nie wciągla od pierwszych stron 😮 Polecam ,10
"Na początku warto zaznaczyć, że ""Gra o tron"" jest jedynie wstępem. Szerokim wprowadzeniem do świata, który tak naprawdę pozostawia więcej pytań niż daje odpowiedzi. Historia toczy się równolegle w kilku wątkach, które co i rusz przeplatają się. Trudno streścić ją bez spoilerów, mamy jednak północ i położony tam Mur, za którym czają się dziwne zjawiska, mamy krainy za morzem i historię smoczych spadkobierców, którym niegdyś odebrano władzę, wreszcie mamy Żelazny Tron - ten, o który toczy się gra i wokół którego skoncentrowanych jest najwięcej wydarzeń. I oczywiście każdy z rodów próbuje nad nim uzyskać kontrolę. W książce nie brakuje polityki, choć skoncentrowana jest na pokazaniu różnych elementów fabuły z różnych stron - Martin bardzo zadbał o to, żeby wydarzenia zostały opisane z wielu perspektyw, raz postać jest głównym bohaterem, innym razem to inna postać obserwuje jej losy. Są postacie honorowe, są kombinatorzy i są zwyczajne sukinsyny, niektórymi kierują specyficzne pobudki. Wraz z przebiegiem wydarzeń odkrywamy coraz więcej detali na temat bohaterów, które stopniowo składają się w logiczną całość. Oczywiście mamy też ofiary - w brutalnej grze brak sentymentów. Książkę czyta się szybko, co chwile pojawiały się nowe, ciekawe wątki, wzbudzając pytania: co dalej? Jak ta sytuacja zostanie rozwiązana? Czy czegoś można się przyczepić? Kilka razy trafił się gorszy rozdział, jakby akurat autorowi się nie chciało. Nie na tyle często, aby przyćmiło to ogólny obraz książki, jednak czuło się, że brakuje podkreślenia emocjonalnej wagi sytuacji. Kilka postaci wydawało się też nieznacznie przerysowanych, jakby trochę zbyt mocno zbudowanych wokół jednej cechy - nie raziło to bardzo, choć mogło odrobinę irytować. Przy okazji muszę się trochę przyczepić do tłumaczenia - stosunkowo często natykałem się na źle postawione przecinki, wyłapałem kilka literówek, a w dialogach pojawiały się błędy typograficzne (dodatkowe myślniki, przez które łatwo było się pogubić). Parę razy też zdania zostały skonstruowane... co najmniej dziwnie, na tyle, że trudno było je zrozumieć bez kilkukrotnego przeczytania. Pod kątem czysto językowym tłumaczenie nie było jednak złe. Czy polecam? Tak, zdecydowanie. Nie dziwię się, że na podstawie ""Gry o tron"" postanowiono nakręcić serial, bo książka jest tego warta :). ",9
"Postacie perły (Arya i Tyrion) powrzucane w błoto nieuporządkowanej fabuły, kilku błędów i działań bohaterów rażących nielogicznością. ",4
"Z twórczością Martina spotykam się po raz pierwszy, jakiś czas po obejrzeniu serialu. Na początku zastanawiałam się czy jest sens czytać sagę skoro serial już dawno za mną, znam postacie i ich historie. Nie żałuję. Idealne uzupełnienie do odcinków serialu, które pomimo swojej długości przy książce i tak są okrojone. Polecam osobom, które serial już obejrzały i także tym które jeszcze nie miały tej przyjemności. ",9
Dopóki serial był na podstawie książek to był świetny. Równie świetny jak książka. ,10
"Bardzo fajna książka, ciekawie opisane losy rodzin, jak dla mnie Stark najbliżej mojemu sercu. Polecam bardzo, szkoda że Ned Stark ginie. Mistrzowski Tyrion Lanister ",10
"Po prostu cudowna książka. Napisana tak przyjemnym językiem, że długość nie odstrasza. Wszystkie wydarzenia rewelacyjnie przemyślane, żeby historia była nieprzewidywalna, ciekawa, ale jednocześnie logiczna. Do tego można powiedzieć, że jest to niesamowity wstęp dający ogromne pole do popisu w kolejnych tomach. Po prostu arcydzieło <3 ",10
"Super początek, genialnie napisana ",9
"Z wielkim rozmachem napisana powieść. Drobiazgowo dopracowana geografia, wątki polityczne, mnogość postaci. Początkowo można się pogubić, ale po pierwszych 100 stronach, jest coraz lepiej i ciekawiej. Przebieg akcji trudny do przewidzenia, postaci sympatyczne i wredne, odstręczające. Wstęp do czegoś wielkiego. ",10
Doskonała książka. Dla każdego. ,8
"Na początku dodam, że przeczytałam wszystkie części Pieśni Lodu i Ognia, które ukazały się na polskim rynku. Nie oglądałam popularnego serialu HBO. Moja recenzja dotyczy całej sagi. Martin stworzył prawdziwe arcydzieło ukazujące niebanalną historię Westeros. Wykreował całkiem nowy świat, wiele barwnych postaci i zaskakującą fabułę. Jest to niewątpliwie dzieło jego życia, które z pewnością kosztowało go wiele czasu i pracy, jednak opłaciło się. Książka całkowicie przenosi czytelnika w inny wymiar, wyzwala głębokie uczucia towarzyszące śledzeniu losów poszczególnych postaci, daje wiele do myślenia. Jestem pełna podziwu dla autora, jednakże podczas lektury odniosłam wrażenie, że ta wielowątkowość, która niewątpliwie miała być tutaj atutem, okazała się być w rzeczywistości kłodą rzuconą sobie pod nogi. Wiele wydarzeń nie zostało w żaden sposób rozwiniętych, ani wyjaśnionych w wystarczającym stopniu. Czytając zadawałam sobie mnóstwo pytań, na które niestety nie znalazłam odpowiedzi. Po ukończeniu całej sagi czułam się nieco rozczarowana. Wprowadzenie tak dużej ilości postaci o złożonych osobowościach oraz obszerne opisy historii sprzed lat spowodowały, że powieść urosła niemalże do granic możliwości, jednakże mimo to uważam, iż potencjał wielu bohaterów został zmarnowany i niedostatecznie rozwinięty. Przedstawienie biegu wydarzeń z perspektywy różnych par oczu ma swoje zalety, ale moim zdaniem w tym przypadku, było to niestety niepotrzebne. Na skutek tego, iż fabuła prowadzona była z podziałem geograficznym, a nie chronologicznym, wiele rozdziałów wyzwalało u mnie totalnie znużenie, ponieważ znałam już przebieg wydarzeń z perspektywy innego bohatera, a kolejny opis tej samej fabuły nic nie wniósł w całość wykreowanego przeze mnie obrazu. Tak więc, niestety, Taniec ze smokami cz.1 okazała się być najsłabszym tomem ze wszystkich, gdyż właśnie powiela fabułę z poprzedniego tomu, natomiast cz.2 uważam za najlepiej napisaną pod kątem zwięzłości i utrzymania tempa akcji. Co do bohaterów mnie bardzo urzekła historia Cersei – kobiety władzy, która stała się ofiarą własnych ambicji i lęków. Całą trójkę rodzeństwa Lannisterów zaliczyłabym do najciekawszych osobowości, tak różnych od siebie, mimo powiązań rodzinnych. Wielkie uznanie również dla Tywina. Najbardziej nieudany wątek według mnie to przygody Brana. Podsumowując, Pieśń Lodu i Ognia oceniam bardzo wysoko głównie ze względu na oryginalną twórczość Martina i świetną fabułę zachowującą logiczny przebieg wydarzeń. W mojej opinii, cennym elementem książek są złożone opisy wracające do wydarzeń sprzed akcji powieści. Okazały się one być o wiele bardziej interesujące niż sama bieżąca fabuła. Cała historia rodu Targaryenów, losy księcia Rhaegara i jego bliskich, bitwa nad Tridentem, wątek Królobójcy oraz dojście Roberta do władzy. „Gra o tron” i kolejne części powieści są niestety jedynie dość mocno przewidywalną konsekwencją wydarzeń, które odegrały już ogromną rolę w życiu „starszych” bohaterów sagi. Szkoda, że dowiadujemy się o nich jedynie z powierzchownych relacji niektórych osób próbując połączyć je w spójną całość z niewypełnionymi lukami w postaci brakujących wątków. Poza tym, chciałabym zwrócić uwagę na bardzo słabe tłumaczenie Pana Pawła Kruka (wydawnictwo Zysk i S-ka). W „Grze o tron” pojawia się bardzo dużo błędów logicznych i składniowych oraz niedopuszczalne pomyłki w samym tłumaczeniu z angielskiego. To wszystko sprawia, że tom 1 Pieśni Lodu i Ognia czytało się naprawdę fatalnie. ",9
"Moja przygoda z Grą o Tron rozpoczęła się od jej telewizyjnej ekranizacji. Zazwyczaj jestem jedną z tych osób, które ze stanowczością polecą przeczytanie oryginału przed obejrzeniem filmu (lub serialu), ale muszę przyznać, że w tym wypadku nie uważam tego za absolutną konieczność. I zaraz wyjaśnię dlaczego. Podchodząc do lektury książek Martina trzeba przygotować się na podróż do rozwiniętego świata, który zaoferuje nam nie tylko swoją rozbudowaną historię, ale także politykę, religię i geografię, a pomiędzy tym wszystkim towarzyszyć będziemy bohaterom, ich rodzinom, wrogom, przyjaciołom i osobom, początkowo wydawać by się mogło, całkiem nieistotnym. Dlatego też gdy obejrzymy najpierw serial, będzie nam dużo łatwiej oswoić się z nazwami poszczególnych miejsc i z licznymi bohaterami, z których punktów widzenia obserwujemy wydarzenia. Będzie nam łatwiej dopasować odpowiednie imię do domu szlacheckiego, stanu, pochodzenia i relacji do innych postaci. Nie wiem jak to napisać na tyle dobitnie, żebyście mi wszyscy uwierzyli, ale tę książkę (i całą sagę) po prostu trzeba przeczytać. Jeśli jesteś fanem dobrego fantasy, pewnie dobrze o tym wiesz. Jeśli nie przepadasz za Tolkienem, a magia i smoki to nie rzeczy o których lubisz czytać, powinieneś wiedzieć, że Martin nadał fantastyce nowe oblicze. W jego książkach nie napotkasz się na przerysowanych, banalnych bohaterów, których jedynym celem w życiu jest zagłada świata lub jego ocalenie. Postaci są wielowymiarowe i szybko się przywiązujemy nawet do tych mniej lubianych. Wątki są pełne symbolizmu i głębi, a zarazem pełne przygód i intryg, których rozwiązania nie możemy się doczekać. Dialogi śmieszą i wzruszają, świat opisany jest tak dokładnie, że natychmiastowo wierzymy w reguły nim rządzące, a sama fabuła jest dopracowana i dopięta na ostatni guzik. Pod koniec lektury myślimy, że w końcu rozgryziemy wszystkie sekrety, a wtedy niespodziewanie dzieje się coś, co nami wstrząsa do głębi i już wiemy, że momentalnie sięgniemy po tom drugi. Jedną z najbardziej pozytywnych rzeczy, jaką mogę powiedzieć o tej książce to fakt, iż napisana jest inteligentnie i z wieloma niedopowiedzeniami lub momentami, w których czytelnik może dane sytuacje zinterpretować po swojemu. Bo Martin nie podaje nam wszystkiego na tacy, ale traktuje swoich czytelników jak mądre, potrafiące myśleć istoty, przez co w książce brakuje często spotykanych w literaturze momentów, gdy autor dokładnie przeliterowuje nam dany wątek w obawie, że potraktowanie nas symbolizmem czy niejednoznacznością sprawi, że nie będziemy w stanie sami wykombinować o co chodzi (czy tylko mnie irytuje, gdy autor traktuje czytelnika, jak totalnego idiotę? George Martin jest autorem, który nigdy tego nie robi, ba! czasem nawet pozwala na zbyt wiele domysłów przez co w sieci istnieje wiele forum i stron internetowych debatujących niektóre z niedopowiedzeń w jego książkach. A nie ma nic lepszego od możliwości pogłówkowania nad ulubioną historią!). Gra o Tron pisana jest z punktów widzenia kilku głównych bohaterów, których w kolejnych tomach przybywa (i ubywa!). Pierwszy tom przedstawia, między innymi: Tyriona - karła, pijaczynę i brata królowej. Jest to postać niezwykle lubiana przez czytelników dzięki swej inteligencji i tendencji do sarkazmu. Daenerys (Dany/Khaleesi) - córkę zamordowanego króla Westerosu. Młoda dziewczyna jest sprzedana dzikiemu plemieniu przez własnego brata, który w zamian miał nadzieję kupić sobie armię, by odbić odebrane jego ojcu ziemie. Aryę - najmłodszą córkę nowego namiestnika króla. Ta zadziorna dziewczynka jest niezainteresowana wyszywaniem i śpiewaniem. Zamiast tego uczy się ""tańczyć"" z mieczem. A to tylko trzy (moje ulubione) z ośmiu postaci przedstawiających swoimi oczami fantastyczny świat Martina w tomie pierwszym. Gwarantuję, że do wielu z nich szybko się przywiążecie, rozpoznacie swoich ulubieńców i zaczniecie im kibicować w tej Grze o Tron.  Książka jest wspaniałą lekturą nie tylko dla fanów fantasy, warto jednak wspomnieć, że niektóre jej treści nie są stosowne dla dzieci. Martin wiele razy w swoich wywiadach mówił, że jego książki są o życiu i wszystkich jego aspektach. Pojawiają się w nich każde możliwe sceny od obfitych opisów jadła podawanego na królewskim stole, przez sceny łóżkowe, graficzne opisy mordu i obrazowe przedstawienie otaczającego bohaterów krajobrazu. ",10
"Nie wiem, czy jakiś inny pisarz wciągnął mnie tak jak Martin (no może poza Tolkienem) do swojego świata. Pierwsza część jest o tyle niezwykła, że po prostu jest pierwsza. Cała budowa oryginalnego świata na podstawie historii Europy (głównie Anglii), sieć intryg oraz ciekawi i niebanalni bohaterowie - to wszystko uderza dwa razy mocniej, kiedy zaczyna się swoją przygodę z Westeros. Poza tym wydaje mi się, że ta część jest najbardziej dopieszczona, a fabuła najbardziej wartka. ",9
" Po pierwszy tom serii w kwietniu sięgnęłam po raz trzeci. Powód był prosty bardzo zżyłam się z tym światem. Lecz powód, dlaczego dwa lata temu sięgnęłam po tą książkę już nie był taki oczywisty. Nie mówię, że opis z tyłu nie miał z tym nic wspólnego, lecz największy wpływ po sięgnięcie po tą książkę był wywiad z autorem oraz aktorami, którzy wcielali się w postać Jona Snow'a oraz Jaime'ego Lannistera w serialu na HBO.  Autor Gry o Tron amerykańskim pisarzem, który na swoim koncie ma wiele nagród takich jak: Nebula i Hugo. Jego dzisiejszą sławę przyniósł mu właśnie cykl Pieśń Lodu i Ognia.  Gra o Tron jest opowieścią widzianą oczyma wielu ludzi, często przebywających od siebie bardzo daleko. Akcja książki toczy się w fikcyjnym świecie na kontynentach Westeros i Essos, gdzie pory roku mogą trwać wiele lat.  Głównymi problemami powieści są napięcie między rodami, mogące być przyczyną rychłej wojny domowej. Owo zachwianie równowagi zauważa dawny wróg z dalekiej północy oddzielony monumentalnym Murem oraz dwór pełen intryg i krwawych sekretów.  Książka moim zdaniem była bardzo dobra. Wszystko dzięki świetnie wykreowanemu światowi oraz pełnej akcji która raz zwalniała, aby dać odetchnąć czytelnikowi choćby na dwie sekundy a raz przyśpieszała i rzucała wydarzeniami powodując, że siedziałam na skraju fotelu przecierając oczy z zdziwienia choć to nie był mój pierwszy raz z tą książką.  Książka moim zdaniem na pewno trafi do osób, które lubią pełną intryg i krwawych zamiarów akcję. Trafi też do osób którzy uwielbiają rody i fantastycznie wykreowany świat. Jednocześnie raczej odradzałabym tę książkę osobom poniżej czternastego roku życia przez wzgląd na lekko brutalne sceny jednocześnie jest to sprawa indywidualna, kiedy po tę książkę sięgniecie. Moim zdaniem do całej serii książek Pieśni Lodu i Ognia pasuje jedno zdanie:  ""Z rodziną najlepiej wychodzi się na zdjęciu"". ",7
"Książka bardzo dobra, wciąga. ",10
Po prostu.... genialny cykl :) ,8
Uwielbiam takie książki. Fabuła wciąga jak czekolada ,unknown
"„Gra o tron” to pierwszy tom serii „Pieśń Lodu i Ognia” ,na podstawie której powstał popularny serial. Ja w pierwszej kolejności obejrzałam właśnie ekranizację, dlatego książka była już tylko uzupełnieniem, ale naprawdę dobrze mi się ją czytało. Udało mi się odkryć kilka rzeczy, które przeoczyłam w serialu oraz lepiej poznałam pewne relacje bohaterów. Jest to raczej opasłe tomiszcze, bo ma aż 800 stron, a kolejne części jeszcze więcej. Polubiłam ją, pomimo faktu, że wcześniej nie byłam zwolenniczką fantasy oraz serii Tolkienowskich. Podobały mi się jedynie jako ekranizacje, bo przez książki nigdy nie mogłam przebrnąć… Ale tutaj od razu polubiłam bohaterów(a jest ich wiele, do tego barwnych) i bardzo się z nimi zżyłam. Poza tym jest kilka wątków, dzięki czemu nigdy nie jest nudno, a każdy rozdział kończy się tak, że nie ma opcji nie zacząć kolejnego. ",10
"Pierwsza część sagi jest naprawdę dobra. Oparta głównie na politycznych gierkach i intrygach. Ma też kilka tajemnic dla których odkrycia wraca się ciągle do powieści. No i ten moment, który pozostawia czytelnika z ustami otwartymi z niedowierzania... ",7
"Dobra, ale po tym, jak bardzo była reklamowana spodziewałem się czegoś znacznie lepszego. ",7
"Świetny pomysł na świat, barwne, nietuzinkowe postacie, wartka akcja, to się czyta migiem.... ",8
